 Serial No: FU1231231231     Operator:  abc    123
7/31/2017 0:40,2RSmart_FOB_04_01_00,2A,3.305V,OK,0,
 Serial No: FU1231231231     Operator:  abc    123
7/31/2017 0:40,2RSmart_FOB_04_01_00,4B,3.310V,OK,0,
