 Serial No: FU1231231231     Operator:  abc    123
7/31/2017 0:40,2RSmart_FOB_04_01_00,4A,3.305V,OK,0,
 Serial No: FU1231231231     Operator:  abc    123
7/31/2017 0:40,2RSmart_FOB_04_01_00,1B,3.304V,OK,0,
