 Serial No: FU1111111111     Operator:  Quyet    23702
7/31/2017 15:31,2RSmart_FOB_04_01_00,3B,3.321V,OK,0,
 Serial No: FU1111111111     Operator:  Quyet    23702
7/31/2017 15:31,2RSmart_FOB_04_01_00,2A,3.307V,OK,0,
