 Serial No: FU1231231231     Operator:  abc    123
7/31/2017 0:40,2RSmart_FOB_04_01_00,3A,3.306V,OK,0,
 Serial No: FU1231231231     Operator:  abc    123
7/31/2017 0:40,2RSmart_FOB_04_01_00,5B,3.315V,OK,0,
