 Serial No: FU1111111111     Operator:  Quyet    23702
7/31/2017 15:32,2RSmart_FOB_04_01_00,4A,3.309V,OK,0,
 Serial No: FU1111111111     Operator:  Quyet    23702
7/31/2017 15:32,2RSmart_FOB_04_01_00,1B,3.302V,OK,0,
