 Serial No: FU1111111111     Operator:  ege    gege
7/31/2017 15:32,2RSmart_FOB_04_01_00,5A,3.299V,OK,0,
 Serial No: FU1111111111     Operator:  ege    gege
7/31/2017 15:32,2RSmart_FOB_04_01_00,2B,3.306V,OK,0,
